HMMProfile	protein_id	evalue	Coverage	ProfileLength	ProfileStart	GeneLength	ProfileEnd	GeneStart	GeneEnd	Strain
GT83.hmm	WP_047244757.1	2.20E-26	0.63	540	11	467	351	11	347	Maribacter thermophilus HT7-2
CBM48.hmm	WP_047244794.1	2.70E-19	0.88	76	2	631	69	29	115	Maribacter thermophilus HT7-2
GH13_9.hmm	WP_047244794.1	1.00E-154	0.99	301	2	631	301	184	483	Maribacter thermophilus HT7-2
GH31.hmm	WP_047244795.1	4.30E-166	1	427	1	799	427	229	673	Maribacter thermophilus HT7-2
GH109.hmm	WP_047244849.1	2.10E-49	0.99	126	1	455	126	38	163	Maribacter thermophilus HT7-2
GH10.hmm	WP_047244881.1	7.80E-87	0.96	303	9	463	301	142	459	Maribacter thermophilus HT7-2
GH109.hmm	WP_047244891.1	6.60E-22	0.94	126	2	457	120	41	157	Maribacter thermophilus HT7-2
AA3.hmm	WP_047244892.1	1.40E-57	0.52	618	83	573	404	3	571	Maribacter thermophilus HT7-2
GH130.hmm	WP_047244895.1	8.90E-79	0.93	296	10	373	285	61	371	Maribacter thermophilus HT7-2
GH144.hmm	WP_047244916.1	3.10E-188	0.99	404	4	454	403	40	449	Maribacter thermophilus HT7-2
CE1.hmm	WP_047244917.1	1.90E-28	0.73	227	8	264	174	40	207	Maribacter thermophilus HT7-2
GH3.hmm	WP_047244918.1	1.80E-73	0.99	216	3	760	216	95	316	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047244947.1	1.60E-22	0.95	170	2	379	163	142	305	Maribacter thermophilus HT7-2
GH5_42.hmm	WP_047244950.1	2.00E-118	0.99	254	2	508	254	221	473	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047244952.1	1.30E-24	0.94	170	2	384	162	143	305	Maribacter thermophilus HT7-2
GT20.hmm	WP_047245054.1	4.40E-176	0.97	475	13	737	473	2	470	Maribacter thermophilus HT7-2
GH15.hmm	WP_047245055.1	3.10E-74	0.99	361	3	599	360	220	582	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047245073.1	2.60E-33	0.84	170	1	316	143	4	142	Maribacter thermophilus HT7-2
GH23.hmm	WP_047245079.1	6.80E-22	0.93	135	2	318	128	103	241	Maribacter thermophilus HT7-2
GH16_3.hmm	WP_047245246.1	2.80E-78	1	230	1	349	230	127	348	Maribacter thermophilus HT7-2
GH5_46.hmm	WP_047245247.1	1.30E-112	0.99	257	2	582	257	83	349	Maribacter thermophilus HT7-2
CBM6.hmm	WP_047245247.1	1.50E-19	0.98	138	2	582	137	432	582	Maribacter thermophilus HT7-2
GH30_3.hmm	WP_047245248.1	9.40E-182	0.99	417	5	480	417	74	480	Maribacter thermophilus HT7-2
AA7.hmm	WP_047245264.1	9.60E-97	0.99	458	4	461	458	36	459	Maribacter thermophilus HT7-2
AA12.hmm	WP_047245334.1	4.70E-21	0.96	401	13	398	399	51	385	Maribacter thermophilus HT7-2
CBM9.hmm	WP_047245335.1	8.00E-27	0.89	182	1	725	163	40	206	Maribacter thermophilus HT7-2
CE11.hmm	WP_047245396.1	4.30E-78	0.86	271	1	465	233	7	240	Maribacter thermophilus HT7-2
GH109.hmm	WP_047245411.1	6.20E-16	0.93	126	2	488	119	47	157	Maribacter thermophilus HT7-2
CE14.hmm	WP_047245436.1	1.20E-24	0.99	124	1	238	124	6	111	Maribacter thermophilus HT7-2
CE14.hmm	WP_047245445.1	5.90E-16	0.9	124	1	843	113	45	156	Maribacter thermophilus HT7-2
PL7.hmm	WP_047245478.1	3.10E-58	1	231	1	298	231	47	298	Maribacter thermophilus HT7-2
PL17.hmm	WP_047245482.1	1.10E-51	0.98	139	1	746	137	402	536	Maribacter thermophilus HT7-2
PL6.hmm	WP_047245483.1	1.20E-140	0.99	372	3	779	370	29	398	Maribacter thermophilus HT7-2
GH20.hmm	WP_047245497.1	6.40E-72	0.96	337	14	514	336	155	471	Maribacter thermophilus HT7-2
GH142.hmm	WP_047245501.1	3.10E-20	0.42	479	128	447	329	149	350	Maribacter thermophilus HT7-2
GT27.hmm	WP_047245541.1	1.30E-21	0.79	295	2	334	236	5	232	Maribacter thermophilus HT7-2
GH16_3.hmm	WP_047245544.1	1.70E-83	1	230	1	282	230	47	279	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047245649.1	5.00E-31	0.98	170	1	335	168	7	173	Maribacter thermophilus HT7-2
CE1.hmm	WP_047245653.1	1.10E-18	0.86	227	12	219	207	11	201	Maribacter thermophilus HT7-2
GT4.hmm	WP_047245783.1	1.60E-32	0.95	160	5	357	157	172	326	Maribacter thermophilus HT7-2
GT4.hmm	WP_047245787.1	1.40E-26	0.82	160	6	242	137	67	194	Maribacter thermophilus HT7-2
GT4.hmm	WP_047245788.1	2.00E-29	0.92	160	5	385	152	199	351	Maribacter thermophilus HT7-2
GT4.hmm	WP_047245790.1	2.00E-36	0.95	160	6	393	158	210	362	Maribacter thermophilus HT7-2
GT4.hmm	WP_047245792.1	2.30E-32	0.97	160	3	377	158	189	346	Maribacter thermophilus HT7-2
GT32.hmm	WP_047245797.1	4.00E-20	0.93	90	3	262	87	20	95	Maribacter thermophilus HT7-2
GT4.hmm	WP_047245800.1	7.50E-37	0.93	160	5	379	154	194	340	Maribacter thermophilus HT7-2
GH3.hmm	WP_047245801.1	1.60E-55	0.98	216	5	969	216	99	325	Maribacter thermophilus HT7-2
CE1.hmm	WP_047245821.1	4.10E-28	0.91	227	3	239	210	33	219	Maribacter thermophilus HT7-2
GH109.hmm	WP_047245875.1	2.10E-17	0.95	126	1	487	121	41	154	Maribacter thermophilus HT7-2
CE3.hmm	WP_047245951.1	9.50E-17	0.72	194	53	231	192	88	222	Maribacter thermophilus HT7-2
GH109.hmm	WP_047245957.1	1.10E-18	0.91	126	2	442	117	41	152	Maribacter thermophilus HT7-2
CBM9.hmm	WP_047245958.1	1.80E-38	0.99	182	2	244	182	40	242	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047245965.1	8.30E-31	0.85	170	1	317	145	10	145	Maribacter thermophilus HT7-2
GT83.hmm	WP_047245967.1	2.40E-77	0.89	540	6	552	488	3	492	Maribacter thermophilus HT7-2
GH20.hmm	WP_047245977.1	2.80E-105	0.97	337	9	537	335	175	488	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047245984.1	7.90E-21	0.86	170	2	264	148	10	147	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047245985.1	6.70E-20	0.59	170	1	272	101	7	108	Maribacter thermophilus HT7-2
GH63.hmm	WP_047246124.1	5.40E-22	0.36	570	364	875	567	426	873	Maribacter thermophilus HT7-2
GH63.hmm	WP_047246125.1	8.80E-24	0.35	570	363	873	564	420	868	Maribacter thermophilus HT7-2
GH2.hmm	WP_047246200.1	1.30E-61	0.73	752	25	933	576	23	731	Maribacter thermophilus HT7-2
GH2.hmm	WP_047246202.1	3.50E-74	0.55	752	24	942	435	20	540	Maribacter thermophilus HT7-2
GT5.hmm	WP_047246250.1	1.70E-115	0.99	472	3	511	468	5	506	Maribacter thermophilus HT7-2
AA12.hmm	WP_047246282.1	2.00E-16	0.96	401	16	467	399	53	433	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047246310.1	4.50E-20	0.77	170	2	284	133	5	146	Maribacter thermophilus HT7-2
GT30.hmm	WP_047246420.1	3.80E-47	0.94	177	10	411	176	45	207	Maribacter thermophilus HT7-2
GH109.hmm	WP_047246476.1	9.10E-24	0.98	126	2	463	125	54	169	Maribacter thermophilus HT7-2
GH1.hmm	WP_047246482.1	2.50E-153	0.99	429	2	448	426	7	447	Maribacter thermophilus HT7-2
GH146.hmm	WP_047246521.1	1.10E-179	0.99	503	6	1019	503	389	960	Maribacter thermophilus HT7-2
CE4.hmm	WP_047246590.1	1.20E-30	0.88	130	7	258	122	66	184	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047246595.1	2.90E-24	0.77	170	1	389	132	7	133	Maribacter thermophilus HT7-2
GH63.hmm	WP_047246671.1	1.40E-49	0.35	570	362	436	563	33	432	Maribacter thermophilus HT7-2
AA3.hmm	WP_047246714.1	8.90E-49	0.51	618	86	567	400	3	560	Maribacter thermophilus HT7-2
AA3.hmm	WP_047246720.1	2.50E-52	0.52	618	80	570	403	3	567	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047246736.1	4.30E-28	0.97	170	1	482	166	126	294	Maribacter thermophilus HT7-2
GH74.hmm	WP_047246743.1	2.90E-16	0.38	233	33	1041	122	213	305	Maribacter thermophilus HT7-2
CE1.hmm	WP_047246796.1	4.20E-16	0.93	227	5	789	215	545	775	Maribacter thermophilus HT7-2
GT51.hmm	WP_047246800.1	1.80E-58	0.99	177	1	781	176	68	245	Maribacter thermophilus HT7-2
GT9.hmm	WP_047246842.1	3.00E-33	0.89	225	2	332	202	59	288	Maribacter thermophilus HT7-2
GT26.hmm	WP_047246849.1	8.10E-64	0.99	171	2	246	171	56	226	Maribacter thermophilus HT7-2
GT4.hmm	WP_047246853.1	3.40E-27	0.94	160	5	371	156	188	341	Maribacter thermophilus HT7-2
GH23.hmm	WP_047246870.1	1.40E-26	0.89	135	2	543	122	176	312	Maribacter thermophilus HT7-2
GT5.hmm	WP_047247123.1	7.10E-47	0.47	472	1	269	224	5	238	Maribacter thermophilus HT7-2
GT83.hmm	WP_047247134.1	8.90E-26	0.64	540	4	493	351	16	347	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047247190.1	1.90E-29	0.98	170	2	242	168	6	171	Maribacter thermophilus HT7-2
GH65.hmm	WP_047247239.1	3.80E-148	0.99	372	1	771	369	323	700	Maribacter thermophilus HT7-2
GH13_38.hmm	WP_047247240.1	2.00E-178	0.99	375	1	589	374	31	425	Maribacter thermophilus HT7-2
GT2_Glyco_tranf_2_3.hmm	WP_047247263.1	1.50E-27	0.98	230	1	494	227	56	283	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047247264.1	5.00E-21	0.85	170	2	229	147	6	143	Maribacter thermophilus HT7-2
GH113.hmm	WP_047247268.1	1.30E-118	1	306	1	335	306	23	327	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047247271.1	4.90E-21	0.64	170	1	230	109	5	107	Maribacter thermophilus HT7-2
GH32.hmm	WP_047247275.1	7.70E-100	0.98	293	1	522	289	47	356	Maribacter thermophilus HT7-2
GT19.hmm	WP_047247297.1	1.10E-121	0.99	354	2	372	352	4	353	Maribacter thermophilus HT7-2
GH73.hmm	WP_047247513.1	1.10E-35	0.98	128	3	282	128	81	209	Maribacter thermophilus HT7-2
GH43_18.hmm	WP_047247556.1	1.30E-43	0.95	229	11	327	229	88	315	Maribacter thermophilus HT7-2
GH110.hmm	WP_047247560.1	1.60E-153	0.98	548	11	634	548	39	600	Maribacter thermophilus HT7-2
GT28.hmm	WP_047247640.1	4.60E-47	0.99	157	1	362	157	193	349	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_047247769.1	3.10E-28	0.98	170	1	336	167	6	170	Maribacter thermophilus HT7-2
GH109.hmm	WP_047247839.1	3.70E-16	0.95	126	1	324	121	2	113	Maribacter thermophilus HT7-2
GH3.hmm	WP_047247861.1	5.30E-60	0.97	216	5	521	215	90	317	Maribacter thermophilus HT7-2
CE1.hmm	WP_047247896.1	9.70E-48	0.96	227	1	275	220	27	265	Maribacter thermophilus HT7-2
GT2_Glycos_transf_2.hmm	WP_052958642.1	6.80E-28	0.59	170	1	305	101	3	104	Maribacter thermophilus HT7-2
CBM9.hmm	WP_052958675.1	1.40E-20	0.81	182	1	876	148	44	199	Maribacter thermophilus HT7-2
GH43_10.hmm	WP_052958742.1	1.50E-79	1	271	1	579	271	43	337	Maribacter thermophilus HT7-2
GH16_3.hmm	WP_084696357.1	4.50E-81	1	230	1	292	230	44	289	Maribacter thermophilus HT7-2
GH127.hmm	WP_084696360.1	6.60E-194	1	524	2	694	524	65	601	Maribacter thermophilus HT7-2
GH144.hmm	WP_084696361.1	1.00E-185	0.99	404	2	459	403	44	458	Maribacter thermophilus HT7-2
CE14.hmm	WP_084696431.1	5.60E-24	0.99	124	1	271	124	37	160	Maribacter thermophilus HT7-2
GH74.hmm	WP_084696453.1	3.90E-16	0.39	233	44	1039	136	127	222	Maribacter thermophilus HT7-2
GH113.hmm	WP_157491551.1	1.50E-100	0.94	306	17	465	306	148	445	Maribacter thermophilus HT7-2
GH13_19.hmm	WP_157491557.1	2.10E-78	0.63	360	135	565	360	182	431	Maribacter thermophilus HT7-2
PL1_2.hmm	WP_157491618.1	3.40E-31	0.99	183	1	547	183	190	378	Maribacter thermophilus HT7-2
GH36.hmm	WP_157491799.1	1.30E-85	0.8	688	57	724	604	46	628	Maribacter thermophilus HT7-2
GH30_1.hmm	WP_157491812.1	3.50E-182	0.99	416	3	487	416	66	481	Maribacter thermophilus HT7-2
AA6.hmm	WP_076546283.1	2.50E-42	0.99	195	1	379	194	26	209	Maribacter ulvicola DSM15366
GH27.hmm	WP_076546284.1	4.30E-23	0.58	375	127	422	343	143	323	Maribacter ulvicola DSM15366
GH20.hmm	WP_076546285.1	1.10E-100	0.97	337	9	523	336	145	481	Maribacter ulvicola DSM15366
GH13_38.hmm	WP_076546316.1	7.30E-177	0.99	375	1	591	374	31	426	Maribacter ulvicola DSM15366
GH65.hmm	WP_076546317.1	1.60E-146	0.99	372	1	767	371	323	702	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076546371.1	1.10E-25	0.89	170	2	242	153	6	161	Maribacter ulvicola DSM15366
GH13_4.hmm	WP_076546517.1	9.40E-180	1	400	2	646	400	104	502	Maribacter ulvicola DSM15366
AA12.hmm	WP_076546629.1	1.50E-17	0.98	401	8	422	399	39	418	Maribacter ulvicola DSM15366
AA2.hmm	WP_076546684.1	3.50E-17	0.42	255	12	747	118	91	199	Maribacter ulvicola DSM15366
GT4.hmm	WP_076546706.1	5.80E-34	0.86	160	12	361	150	182	322	Maribacter ulvicola DSM15366
GT9.hmm	WP_076546716.1	1.90E-33	0.89	225	2	334	202	59	288	Maribacter ulvicola DSM15366
GT51.hmm	WP_076546765.1	1.00E-58	0.99	177	1	781	176	67	244	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076546840.1	1.90E-28	0.96	170	1	467	165	112	279	Maribacter ulvicola DSM15366
AA3.hmm	WP_076546855.1	2.80E-54	0.52	618	80	570	403	3	567	Maribacter ulvicola DSM15366
GH1.hmm	WP_076547131.1	1.20E-150	0.98	429	3	451	425	12	450	Maribacter ulvicola DSM15366
GH109.hmm	WP_076547138.1	2.00E-22	0.98	126	2	463	125	54	169	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076547195.1	1.10E-17	0.98	170	2	260	169	9	177	Maribacter ulvicola DSM15366
GH78.hmm	WP_076547230.1	4.60E-93	0.97	504	7	584	498	91	580	Maribacter ulvicola DSM15366
GH35.hmm	WP_076547231.1	9.10E-65	0.99	307	2	835	305	64	421	Maribacter ulvicola DSM15366
GT30.hmm	WP_076547244.1	4.10E-46	0.94	177	10	415	176	45	207	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076547348.1	2.40E-19	0.77	170	2	284	133	5	148	Maribacter ulvicola DSM15366
GT5.hmm	WP_076547402.1	8.90E-113	0.99	472	3	511	469	5	507	Maribacter ulvicola DSM15366
GH16_3.hmm	WP_076547604.1	3.00E-37	1	230	1	252	230	32	247	Maribacter ulvicola DSM15366
GH63.hmm	WP_076547626.1	3.60E-22	0.36	570	364	875	567	425	872	Maribacter ulvicola DSM15366
GH109.hmm	WP_076547691.1	4.30E-16	0.93	126	1	451	118	44	158	Maribacter ulvicola DSM15366
GH2.hmm	WP_076547708.1	1.90E-209	0.97	752	19	1045	748	56	910	Maribacter ulvicola DSM15366
GH43.hmm	WP_076547712.1	2.50E-20	0.93	248	14	319	244	59	305	Maribacter ulvicola DSM15366
GH31.hmm	WP_076547713.1	1.70E-28	0.41	427	252	736	427	476	651	Maribacter ulvicola DSM15366
GH117.hmm	WP_076547715.1	5.20E-33	0.77	211	47	365	210	190	349	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076547799.1	5.90E-17	0.87	170	1	253	149	9	148	Maribacter ulvicola DSM15366
GT4.hmm	WP_076547800.1	7.30E-41	0.98	160	3	355	160	174	329	Maribacter ulvicola DSM15366
GT4.hmm	WP_076547801.1	2.20E-34	0.93	160	10	370	158	200	342	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076547802.1	1.40E-18	0.72	170	1	267	123	8	120	Maribacter ulvicola DSM15366
GH20.hmm	WP_076547809.1	2.20E-105	0.97	337	8	537	336	174	489	Maribacter ulvicola DSM15366
GT83.hmm	WP_076547819.1	7.90E-73	0.88	540	7	552	480	4	484	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076547821.1	1.10E-30	0.97	170	1	319	166	10	166	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076547884.1	1.20E-23	0.95	170	2	379	163	142	305	Maribacter ulvicola DSM15366
GH5_42.hmm	WP_076547887.1	4.60E-120	0.99	254	2	513	254	223	475	Maribacter ulvicola DSM15366
GT5.hmm	WP_076547922.1	7.70E-46	0.47	472	1	269	222	5	236	Maribacter ulvicola DSM15366
GH109.hmm	WP_076547957.1	6.90E-47	0.98	126	2	450	126	36	160	Maribacter ulvicola DSM15366
GH63.hmm	WP_076547984.1	3.70E-24	0.35	570	363	875	565	419	868	Maribacter ulvicola DSM15366
GT20.hmm	WP_076548027.1	6.80E-177	0.97	475	13	737	473	2	470	Maribacter ulvicola DSM15366
GH15.hmm	WP_076548028.1	1.40E-72	0.98	361	5	600	360	222	582	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076548046.1	3.30E-30	0.76	170	1	319	131	4	136	Maribacter ulvicola DSM15366
GH23.hmm	WP_076548051.1	1.40E-21	0.91	135	5	318	128	106	241	Maribacter ulvicola DSM15366
GH13_19.hmm	WP_076548081.1	3.90E-80	0.62	360	136	563	360	181	429	Maribacter ulvicola DSM15366
PL9_4.hmm	WP_076548131.1	1.70E-32	0.81	141	27	530	141	151	271	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076548141.1	1.60E-27	0.99	170	1	335	169	6	172	Maribacter ulvicola DSM15366
AA7.hmm	WP_076548283.1	1.40E-93	0.99	458	3	463	458	35	459	Maribacter ulvicola DSM15366
AA12.hmm	WP_076548335.1	1.70E-21	0.84	401	12	396	350	48	341	Maribacter ulvicola DSM15366
PL7_5.hmm	WP_076548361.1	4.70E-70	0.9	267	25	366	265	65	346	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076548451.1	1.60E-30	0.98	170	1	335	167	7	172	Maribacter ulvicola DSM15366
CE1.hmm	WP_076548455.1	2.00E-16	0.86	227	12	219	207	11	201	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076548534.1	1.90E-26	0.58	170	1	300	100	3	102	Maribacter ulvicola DSM15366
PL1_2.hmm	WP_076548537.1	2.30E-32	0.94	183	11	579	183	234	411	Maribacter ulvicola DSM15366
GT4.hmm	WP_076548539.1	2.20E-39	0.94	160	7	368	157	188	335	Maribacter ulvicola DSM15366
GT4.hmm	WP_076548541.1	2.10E-26	0.83	160	5	359	137	188	316	Maribacter ulvicola DSM15366
GT4.hmm	WP_076548542.1	1.20E-28	0.75	160	5	385	125	199	317	Maribacter ulvicola DSM15366
GT4.hmm	WP_076548543.1	1.00E-34	0.93	160	5	399	154	209	358	Maribacter ulvicola DSM15366
GT4.hmm	WP_076548547.1	5.50E-29	0.96	160	4	377	157	190	345	Maribacter ulvicola DSM15366
GT32.hmm	WP_076548553.1	5.80E-22	0.93	90	3	263	87	21	96	Maribacter ulvicola DSM15366
GT4.hmm	WP_076548560.1	3.80E-36	0.92	160	6	379	153	195	339	Maribacter ulvicola DSM15366
GH3.hmm	WP_076548561.1	5.30E-56	0.98	216	5	969	216	99	325	Maribacter ulvicola DSM15366
CE1.hmm	WP_076548581.1	1.90E-28	0.9	227	4	237	208	33	216	Maribacter ulvicola DSM15366
GH3.hmm	WP_076548587.1	2.40E-62	0.97	216	5	518	215	90	317	Maribacter ulvicola DSM15366
GH109.hmm	WP_076548634.1	5.00E-16	0.9	126	1	478	114	36	142	Maribacter ulvicola DSM15366
GT2_Glyco_tranf_2_3.hmm	WP_076548694.1	4.70E-27	0.98	230	1	494	227	56	283	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076548695.1	7.40E-20	0.77	170	2	229	133	6	136	Maribacter ulvicola DSM15366
GT2_Glycos_transf_2.hmm	WP_076548703.1	1.10E-20	0.76	170	1	234	130	9	131	Maribacter ulvicola DSM15366
GT19.hmm	WP_076548719.1	2.20E-124	0.99	354	2	373	352	4	353	Maribacter ulvicola DSM15366
GH113.hmm	WP_076548757.1	8.80E-78	0.99	306	3	771	306	460	766	Maribacter ulvicola DSM15366
CBM48.hmm	WP_076548775.1	1.50E-17	0.92	76	3	597	73	11	92	Maribacter ulvicola DSM15366
GH13_9.hmm	WP_076548775.1	6.60E-77	0.99	301	1	597	299	148	447	Maribacter ulvicola DSM15366
PL17.hmm	WP_076548809.1	4.40E-52	0.99	139	1	742	138	401	536	Maribacter ulvicola DSM15366
PL6.hmm	WP_076548810.1	2.30E-142	0.99	372	3	778	370	27	396	Maribacter ulvicola DSM15366
PL7_5.hmm	WP_076548811.1	6.30E-74	0.98	267	4	349	265	50	338	Maribacter ulvicola DSM15366
PL6.hmm	WP_076548812.1	1.60E-132	0.99	372	2	772	371	26	410	Maribacter ulvicola DSM15366
GH73.hmm	WP_076548881.1	3.10E-34	0.98	128	2	274	128	76	205	Maribacter ulvicola DSM15366
GH2.hmm	WP_076548913.1	9.70E-96	0.72	752	25	943	569	21	664	Maribacter ulvicola DSM15366
GH117.hmm	WP_076548914.1	1.20E-23	0.76	211	47	367	207	183	340	Maribacter ulvicola DSM15366
GH28.hmm	WP_076548915.1	4.70E-35	0.74	325	60	456	302	178	432	Maribacter ulvicola DSM15366
GH31.hmm	WP_076548916.1	9.60E-36	0.99	427	1	746	423	223	657	Maribacter ulvicola DSM15366
GH109.hmm	WP_076548918.1	3.90E-16	0.94	126	1	490	119	60	173	Maribacter ulvicola DSM15366
GH2.hmm	WP_076548923.1	6.20E-112	0.67	752	25	832	532	23	683	Maribacter ulvicola DSM15366
CE1.hmm	WP_076548945.1	8.70E-37	0.96	227	2	263	221	26	257	Maribacter ulvicola DSM15366
GH33.hmm	WP_076548967.1	1.20E-88	0.94	342	13	380	336	39	355	Maribacter ulvicola DSM15366
GH33.hmm	WP_076548991.1	1.50E-76	0.98	342	7	936	341	38	394	Maribacter ulvicola DSM15366
GH31.hmm	WP_076549149.1	5.70E-165	1	427	1	800	427	229	673	Maribacter ulvicola DSM15366
CBM48.hmm	WP_076549151.1	1.80E-17	0.89	76	2	631	70	29	116	Maribacter ulvicola DSM15366
GH13_9.hmm	WP_076549151.1	1.80E-154	1	301	1	631	301	183	483	Maribacter ulvicola DSM15366
GT83.hmm	WP_076549249.1	1.50E-27	0.63	540	10	457	350	10	346	Maribacter ulvicola DSM15366
GH29.hmm	WP_076549345.1	2.50E-77	0.86	346	38	735	335	47	387	Maribacter ulvicola DSM15366
CBM32.hmm	WP_076549345.1	1.80E-18	0.88	124	13	735	122	613	730	Maribacter ulvicola DSM15366
GT51.hmm	WP_076549392.1	1.50E-56	0.98	177	4	753	177	69	247	Maribacter ulvicola DSM15366
CBM9.hmm	WP_076549394.1	1.70E-19	0.87	182	2	732	161	38	207	Maribacter ulvicola DSM15366
GT28.hmm	WP_076549412.1	3.90E-47	0.99	157	2	362	157	194	349	Maribacter ulvicola DSM15366
PL7.hmm	WP_076549667.1	3.50E-59	1	231	1	303	231	52	303	Maribacter ulvicola DSM15366
GH106.hmm	WP_076549690.1	4.60E-247	0.99	824	11	917	823	37	906	Maribacter ulvicola DSM15366
GH109.hmm	WP_076549694.1	5.30E-17	0.93	126	3	458	120	42	158	Maribacter ulvicola DSM15366
GH20.hmm	WP_076549744.1	1.60E-106	0.97	337	9	542	336	146	501	Maribacter ulvicola DSM15366
CE14.hmm	WP_076549839.1	3.00E-17	0.91	124	1	843	114	45	157	Maribacter ulvicola DSM15366
CE14.hmm	WP_076549865.1	3.00E-23	0.99	124	1	238	124	6	111	Maribacter ulvicola DSM15366
CE11.hmm	WP_076549985.1	1.80E-76	0.86	271	1	466	233	8	241	Maribacter ulvicola DSM15366
GT27.hmm	WP_076550740.1	5.80E-22	0.79	295	2	333	236	5	231	Maribacter ulvicola DSM15366
CBM38.hmm	WP_076550824.1	2.50E-32	0.97	129	3	477	128	183	307	Maribacter ulvicola DSM15366
GH20.hmm	WP_076550831.1	9.70E-113	0.98	337	7	738	336	154	510	Maribacter ulvicola DSM15366
CE6.hmm	WP_076550875.1	8.40E-26	0.99	99	1	264	99	84	177	Maribacter ulvicola DSM15366
AA3.hmm	WP_076550907.1	2.10E-58	0.52	618	83	573	404	3	571	Maribacter ulvicola DSM15366
GH13_14.hmm	WP_076551337.1	6.50E-113	1	289	1	649	289	185	509	Maribacter ulvicola DSM15366
GH29.hmm	WP_076551360.1	1.70E-72	0.84	346	48	754	338	71	405	Maribacter ulvicola DSM15366
CBM32.hmm	WP_076551360.1	4.50E-17	0.86	124	15	754	122	631	749	Maribacter ulvicola DSM15366
CBM9.hmm	WP_076551371.1	1.90E-44	0.84	182	1	331	153	22	197	Maribacter ulvicola DSM15366
GH92.hmm	WP_076551376.1	2.10E-186	0.99	491	3	755	491	242	752	Maribacter ulvicola DSM15366
GH109.hmm	WP_076551382.1	6.30E-18	0.9	126	4	422	118	45	147	Maribacter ulvicola DSM15366
GH3.hmm	WP_076551393.1	1.50E-65	0.97	216	3	799	213	135	357	Maribacter ulvicola DSM15366
GH144.hmm	WP_076551450.1	1.50E-188	0.99	404	2	452	403	37	447	Maribacter ulvicola DSM15366
GH3.hmm	WP_076551452.1	6.80E-71	0.99	216	3	756	216	94	315	Maribacter ulvicola DSM15366
CE1.hmm	WP_076551484.1	3.60E-29	0.74	227	6	264	175	37	207	Maribacter ulvicola DSM15366
GH23.hmm	WP_084181958.1	2.00E-24	0.87	135	2	543	119	176	309	Maribacter ulvicola DSM15366
CBM67.hmm	WP_084181985.1	1.30E-40	0.99	176	1	754	176	28	212	Maribacter ulvicola DSM15366
GH78.hmm	WP_084181985.1	9.30E-78	0.89	504	55	754	503	281	712	Maribacter ulvicola DSM15366
GH63.hmm	WP_084182004.1	7.80E-98	0.56	570	245	680	566	216	674	Maribacter ulvicola DSM15366
GH32.hmm	WP_084182069.1	4.60E-96	0.98	293	1	527	287	52	357	Maribacter ulvicola DSM15366
CBM51.hmm	WP_084182132.1	1.20E-18	0.69	134	3	938	95	31	123	Maribacter ulvicola DSM15366
GH144.hmm	WP_084182150.1	4.60E-184	0.99	404	2	474	403	57	471	Maribacter ulvicola DSM15366
GH92.hmm	WP_143744081.1	3.10E-145	0.98	491	11	763	491	235	761	Maribacter ulvicola DSM15366
GH95.hmm	WP_143744155.1	1.20E-268	0.99	722	4	783	716	35	761	Maribacter ulvicola DSM15366
GH33.hmm	WP_143744164.1	2.00E-99	0.94	342	8	511	330	162	499	Maribacter ulvicola DSM15366
PL7.hmm	WP_143744182.1	1.60E-52	1	231	1	285	231	39	285	Maribacter ulvicola DSM15366
